,species,family,name,region,part,source
598,Hemerocallis fulva,Hemerocallidaceae,golden needles,As,flower,van_wyk_culinary_2014
599,Hemerocallis fulva,Hemerocallidaceae,orange needles,As,flower,van_wyk_culinary_2014
600,Hemerocallis fulva,Hemerocallidaceae,tawny day lily,As,flower,van_wyk_culinary_2014
601,Hemerocallis lilioasphodelus,Hemerocallidaceae,lemon day lily,E Siberia; Jap,flower,van_wyk_culinary_2014
602,Hemerocallis lilioasphodelus,Hemerocallidaceae,yellow day lily,E Siberia; Jap,flower,van_wyk_culinary_2014
603,Hemerocallis minor,Hemerocallidaceae,dwarf yellow day lily,E As,flower,van_wyk_culinary_2014
604,Hemerocallis minor,Hemerocallidaceae,grass leaf day lily,E As,flower,van_wyk_culinary_2014
605,Hemerocallis minor,Hemerocallidaceae,little day lily,E As,flower,van_wyk_culinary_2014
606,Hemidesmus indicus,Asclepiadeceae,Indian sarsaparilla,S Ind; SE As; Malay,root,van_wyk_culinary_2014
607,Hemidesmus indicus,Asclepiadeceae,nunnery root,S Ind; SE As; Malay,root,van_wyk_culinary_2014
608,Heracleum persicum,Apiaceae,golpar,Iran,seed,van_wyk_culinary_2014
609,Heracleum persicum,Apiaceae,Persian cow-parsley,Iran,seed,van_wyk_culinary_2014
610,Hesperethusa crenulata,Rutaceae,beli,Indomal,fruit,van_wyk_culinary_2014
611,Hesperethusa crenulata,Rutaceae,tondsha,Indomal,fruit,van_wyk_culinary_2014
612,Hesperethusa crenulata,Rutaceae,tor elaga,Indomal,fruit,van_wyk_culinary_2014
613,Hesperethusa crenulata,Rutaceae,nayvila,Indomal,fruit,van_wyk_culinary_2014
614,Hesperethusa crenulata,Rutaceae,nayibullal,Indomal,fruit,van_wyk_culinary_2014
615,Heterotheca inuloides,Asteraceae,false golden aster,S & N Am,flower,van_wyk_culinary_2014
616,Heterotheca inuloides,Asteraceae,Mexican arnica,S & N Am,flower,van_wyk_culinary_2014
617,Hibiscus sabdariffa,Malvaceae,roselle,Trop Afr,calyx,van_wyk_culinary_2014
618,Hibiscus sabdariffa,Malvaceae,hibiscus,Trop Afr,calyx,van_wyk_culinary_2014
619,Hibiscus sabdariffa,Malvaceae,karkade,Trop Afr,calyx,van_wyk_culinary_2014
620,Hibiscus sabdariffa,Malvaceae,Jamaica sorrel,Trop Afr,calyx,van_wyk_culinary_2014
621,Hierochloe odorata,Poaceae,holy grass,Eur; As; N Am,leaf,van_wyk_culinary_2014
622,Hierochloe odorata,Poaceae,manna grass,Eur; As; N Am,leaf,van_wyk_culinary_2014
623,Hierochloe odorata,Poaceae,seneca grass,Eur; As; N Am,leaf,van_wyk_culinary_2014
624,Hierochloe odorata,Poaceae,sweet grass,Eur; As; N Am,leaf,van_wyk_culinary_2014
625,Hierochloe odorata,Poaceae,vanilla grass,Eur; As; N Am,leaf,van_wyk_culinary_2014
626,Houttuynia cordata,Saururaceae,fishwort,SE As,leaf; herb,van_wyk_culinary_2014
627,Houttuynia cordata,Saururaceae,fish mint,SE As,leaf; herb,van_wyk_culinary_2014
628,Houttuynia cordata,Saururaceae,saururis,SE As,leaf; herb,van_wyk_culinary_2014
629,Houttuynia cordata,Saururaceae,heart leaf,SE As,leaf; herb,van_wyk_culinary_2014
630,Humulus lupulus,Cannabaceae,hop,Eur; As; N Am,female flowers,van_wyk_culinary_2014
631,Humulus lupulus,Cannabaceae,hops,Eur; As; N Am,female flowers,van_wyk_culinary_2014
632,Hypericum perforatum,Hypericaceae,St John’s wort,Eur; As,herb,van_wyk_culinary_2014
633,Hyptis spicigera,Lamiaceae,black sesame,Am; Afr,seed,van_wyk_culinary_2014
634,Hyptis spicigera,Lamiaceae,black beni seed,Am; Afr,seed,van_wyk_culinary_2014
635,Hyptis spicigera,Lamiaceae,bush mint,Am; Afr,seed,van_wyk_culinary_2014
636,Hyptis suaveolens,Lamiaceae,Indian horehound,S Am,leaf,van_wyk_culinary_2014
637,Hyptis suaveolens,Lamiaceae,wild spikenard,S Am,leaf,van_wyk_culinary_2014
638,Hyssopus officinalis,Lamiaceae,hyssop,S Eur,herb,van_wyk_culinary_2014
639,Illicium verum,Illiciaceae,star anise,China,fruit,van_wyk_culinary_2014
640,Illicium verum,Illiciaceae,Chinese star anise,China,fruit,van_wyk_culinary_2014
641,Illicium verum,Illiciaceae,Chinese anise,China,fruit,van_wyk_culinary_2014
642,Inula helenium,Asteraceae,elecampane,As; Eur,rhizome,van_wyk_culinary_2014
643,Inula helenium,Asteraceae,scabwort,As; Eur,rhizome,van_wyk_culinary_2014
644,Inula helenium,Asteraceae,velvet dock,As; Eur,rhizome,van_wyk_culinary_2014
645,Iris germanica,Iridaceae,flag iris,Eur,rhizome,van_wyk_culinary_2014
646,Iris germanica,Iridaceae,common iris,Eur,rhizome,van_wyk_culinary_2014
647,Iris germanica,Iridaceae,German iris,Eur,rhizome,van_wyk_culinary_2014
648,Iris germanica,Iridaceae,orris,Eur,rhizome,van_wyk_culinary_2014
649,Jasminum officinale,Oleaceae,white jasmine,Himal; SW China,flower,van_wyk_culinary_2014
650,Jasminum officinale,Oleaceae,jessamine,Himal; SW China,flower,van_wyk_culinary_2014
651,Jasminum sambac,Oleaceae,Arabian jasmine,As,flower,van_wyk_culinary_2014
652,Jasminum sambac,Oleaceae,biblical jasmine,As,flower,van_wyk_culinary_2014
653,Jasminum sambac,Oleaceae,samba,As,flower,van_wyk_culinary_2014
654,Juglans nigra,Juglandaceae,black walnut,N Am,seed,van_wyk_culinary_2014
655,Juglans regia,Juglandaceae,walnut,C As,seed,van_wyk_culinary_2014
656,Juglans regia,Juglandaceae,English walnut,C As,seed,van_wyk_culinary_2014
657,Juglans regia,Juglandaceae,Persian walnut,C As,seed,van_wyk_culinary_2014
658,Juniperus communis,Cupressaceae,juniper,As; Eur; N Am,fruit,van_wyk_culinary_2014
659,Juniperus virginiana,Cupressaceae,Virginian cedar,N Am,fruit,van_wyk_culinary_2014
660,Juniperus virginiana,Cupressaceae,pencil cedar,N Am,fruit,van_wyk_culinary_2014
661,Juniperus virginiana,Cupressaceae,eastern red cedar,N Am,fruit,van_wyk_culinary_2014
662,Kaempferia galanga,Zingiberaceae,small galangal,Trop As,rhizome; leaf,van_wyk_culinary_2014
663,Kaempferia galanga,Zingiberaceae,kencur,Trop As,rhizome; leaf,van_wyk_culinary_2014
664,Kaempferia galanga,Zingiberaceae,sha jiang,Trop As,rhizome; leaf,van_wyk_culinary_2014
665,Krameria lappacea,Krameriaceae,rhatany,S Am,root,van_wyk_culinary_2014
666,Krameria lappacea,Krameriaceae,Peruvian rhatany,S Am,root,van_wyk_culinary_2014
667,Lactuca sativa,Asteraceae,lettuce,Med,leaf,van_wyk_culinary_2014
668,Lantana camara,Verbenaceae,lantana,C Am; S Am,leaf,van_wyk_culinary_2014
669,Lantana camara,Verbenaceae,red sage,C Am; S Am,leaf,van_wyk_culinary_2014
670,Lantana camara,Verbenaceae,sherry pie,C Am; S Am,leaf,van_wyk_culinary_2014
671,Lantana camara,Verbenaceae,shrub verbena,C Am; S Am,leaf,van_wyk_culinary_2014
672,Laser trilobum,Apiaceae,laserwort,Eur; W As,fruit,van_wyk_culinary_2014
673,Laserpitium siler,Apiaceae,laserwort,N Afr; C & S Eu,fruit; root,van_wyk_culinary_2014
674,Laurus nobilis,Lauraceae,laurel,Med,leaf; frui,van_wyk_culinary_2014
675,Laurus nobilis,Lauraceae,bay leaf,Med,leaf; frui,van_wyk_culinary_2014
676,Laurus nobilis,Lauraceae,bay laurel,Med,leaf; frui,van_wyk_culinary_2014
677,Laurus nobilis,Lauraceae,sweet bay,Med,leaf; frui,van_wyk_culinary_2014
678,Lavandula angustifolia,Lamiaceae,English lavender,Med,herb,van_wyk_culinary_2014
679,Lavandula angustifolia,Lamiaceae,lavender,Med,herb,van_wyk_culinary_2014
680,Lavandula angustifolia,Lamiaceae,true lavender,Med,herb,van_wyk_culinary_2014
681,Lavandula angustifolia,Lamiaceae,common lavender,Med,herb,van_wyk_culinary_2014
682,Lavandula dentata,Lamiaceae,French lavender,Med; W As,herb,van_wyk_culinary_2014
683,Lavandula ×intermedia,Lamiaceae,lavandin,cultigen,herb,van_wyk_culinary_2014
684,Lavandula ×intermedia,Lamiaceae,Dutch lavender,cultigen,herb,van_wyk_culinary_2014
685,Lavandula latifolia,Lamiaceae,broadleaf lavender,Med,herb,van_wyk_culinary_2014
686,Lavandula latifolia,Lamiaceae,spike lavender,Med,herb,van_wyk_culinary_2014
687,Lavandula latifolia,Lamiaceae,spikenard,Med,herb,van_wyk_culinary_2014
688,Lavandula latifolia,Lamiaceae,broad-leaf lavender,Med,herb,van_wyk_culinary_2014
689,Lavandula stoechas,Lamiaceae,Spanish lavender,Med,herb,van_wyk_culinary_2014
690,Lavandula stoechas,Lamiaceae,Arabian lavender,Med,herb,van_wyk_culinary_2014
691,Lavandula stoechas,Lamiaceae,French lavender,Med,herb,van_wyk_culinary_2014
692,Lavandula stoechas,Lamiaceae,Italian lavender,Med,herb,van_wyk_culinary_2014
693,Lepidium draba,Brassicaceae,hoary cress,Med; Euras,leaf; seed,van_wyk_culinary_2014
694,Lepidium draba,Brassicaceae,whitetop,Med; Euras,leaf; seed,van_wyk_culinary_2014
695,Lepidium latifolium,Brassicaceae,dittander,Eur; Med,fresh herb,van_wyk_culinary_2014
696,Lepidium latifolium,Brassicaceae,perennial peppergrass,Eur; Med,fresh herb,van_wyk_culinary_2014
697,Lepidium sativum,Brassicaceae,cress,N Afr; W & C As,fresh leaf,van_wyk_culinary_2014
698,Lepidium sativum,Brassicaceae,garden cress,N Afr; W & C As,fresh leaf,van_wyk_culinary_2014
699,Lepidium sativum,Brassicaceae,pepper grass,N Afr; W & C As,fresh leaf,van_wyk_culinary_2014
700,Leptospermum citratum,Myrtaceae,lemon-scented tea,Aus,leaf,van_wyk_culinary_2014
701,Leucas zeylanica,Lamiaceae,Ceylon leucas,Trop As,leaf,van_wyk_culinary_2014
702,Leucas zeylanica,Lamiaceae,admiration herb,Trop As,leaf,van_wyk_culinary_2014
703,Levisticum officinale,Apiaceae,lovage,Eur; N Am,herb; root; fruit,van_wyk_culinary_2014
704,Levisticum officinale,Apiaceae,garden lovage,Eur; N Am,herb; root; fruit,van_wyk_culinary_2014
705,Limnophila aromatica,Plantaginaceae,rice-paddy weed,SE As,herb,van_wyk_culinary_2014
706,Limnophila rugosa,Plantaginaceae,hades,Trop OW; Pac,leaf; herb,van_wyk_culinary_2014
707,Limnophila rugosa,Plantaginaceae,selaseh,Trop OW; Pac,leaf; herb,van_wyk_culinary_2014
708,Limnophila rugosa,Plantaginaceae,ayer,Trop OW; Pac,leaf; herb,van_wyk_culinary_2014
709,Limnophila rugosa,Plantaginaceae,selaseh banyu,Trop OW; Pac,leaf; herb,van_wyk_culinary_2014
710,Lippia adoensis,Verbenaceae,koseret,E Afr (Ethiopia),herb,van_wyk_culinary_2014
711,Lippia alba,Verbenaceae,white oregano,N Am,leaf; herb,van_wyk_culinary_2014
712,Lippia dulcis,Verbenaceae,Mexican lippia,C Am,leaf; herb,van_wyk_culinary_2014
713,Lippia dulcis,Verbenaceae,yerba dulce,C Am,leaf; herb,van_wyk_culinary_2014
714,Lippia graveolens,Verbenaceae,Mexican oregano,S Am; N Am; C Am,leaf; herb,van_wyk_culinary_2014
715,Lippia graveolens,Verbenaceae,American oregano,S Am; N Am; C Am,leaf; herb,van_wyk_culinary_2014
716,Lippia graveolens,Verbenaceae,Mexican sage,S Am; N Am; C Am,leaf; herb,van_wyk_culinary_2014
717,Lippia graveolens,Verbenaceae,mintweed,S Am; N Am; C Am,leaf; herb,van_wyk_culinary_2014
718,Lippia javanica,Verbenaceae,fever tea,Afr,leaf; herb,van_wyk_culinary_2014
719,Lippia micromera,Verbenaceae,Spanish thyme,N Am; S Am,leaf; herb,van_wyk_culinary_2014
720,Lippia micromera,Verbenaceae,Puerto Rico oregano,N Am; S Am,leaf; herb,van_wyk_culinary_2014
721,Lippia multiflora,Verbenaceae,Gambian tea bush,Afr,leaf,van_wyk_culinary_2014
722,Litsea cubeba,Lauraceae,mountain pepper,As,fruit,van_wyk_culinary_2014
723,Litsea cubeba,Lauraceae,pheasant-pepper,As,fruit,van_wyk_culinary_2014
724,Litsea japonica,Lauraceae,Japanese mountain pepper,As,fruit,van_wyk_culinary_2014
725,Litsea pipericarpa,Lauraceae,kulit antarsa,As,fruit,van_wyk_culinary_2014
726,Litsea pipericarpa,Lauraceae,kulit pulaga,As,fruit,van_wyk_culinary_2014
727,Lycopersicon esculentum,Solanaceae,tomato,C Am; S Am,fruit,van_wyk_culinary_2014
728,Mammea americana,Guttiferae,mammee,S Am,flower,van_wyk_culinary_2014
729,Mammea americana,Guttiferae,mammee-apple,S Am,flower,van_wyk_culinary_2014
730,Mangifera indica,Anacardiaceae,mango (amchur,Ind; Trop As,fruit,van_wyk_culinary_2014
731,Mangifera indica,Anacardiaceae,amchoor),Ind; Trop As,fruit,van_wyk_culinary_2014
732,Mangifera odorata,Anacardiaceae,kurwini mango,SE As,fruit,van_wyk_culinary_2014
733,Mangifera odorata,Anacardiaceae,saipan mango,SE As,fruit,van_wyk_culinary_2014
734,Marrubium vulgare,Lamiaceae,horehound,Eur,leaf,van_wyk_culinary_2014
735,Marrubium vulgare,Lamiaceae,white horehound,Eur,leaf,van_wyk_culinary_2014
736,Matricaria recutita,Asteraceae,German chamomile,Eur,herb,van_wyk_culinary_2014
737,Mediasia macrophylla,Apiaceae,pamir,As,fruit,van_wyk_culinary_2014
738,Mediasia macrophylla,Apiaceae,large-leaved mediasia,As,fruit,van_wyk_culinary_2014
