language,include,category,item,species,area,nature,exotic,simp,script,term,script alt,term alt,IPA,status,ety,literal,meaning,remark,notes,first,ambiguous,source page,source zotero,source human,source link,conventionalized,dict page,dictionary,dict link,wiktionary,date,century,period,based on,att page,attested,att,att link,CQL,warning,historic,per m H,tenten,per m C,bdb,etymology,quote,historical corpus,analyzability,structure,element,borrowing,how,type,has prototype,is prototype,modifier tr,head tr,specifying word tr,modifier,headword,specifier,modifier type,modifier type revised,modifier similarity,sensory,headword type,headword similarity,mechanism
English,yes,cardamom,black cardamom,Amomum subulatum,Asia,,,,,false cardamom,,,,related,,,,,,,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,false,cardamom,,false,cardamom,,negative authenticity,negative authenticity,,,prototype similarity,physical; chemical; functional,
English,yes,cardamom,black cardamom,Amomum subulatum,Asia,,,,,greater cardamom,,,,related,,,,,,,yes,,van_wyk_culinary_2014,"Van Wyk, 2014",,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,greater,cardamom,,greater,cardamom,,size,size,,visual,prototype similarity,physical; chemical; functional,
English,yes,cardamom,black cardamom,Amomum subulatum,Asia,,,,,hill cardamom,,,,related,,,,,,,no,,,,GBIF,no,,,,,,,,,,,,,,,,,,,https://www.gbif.org/species/5301632,,,,analyzable,compound,2.0,no,,modified,yes,,hill,cardamom,,hill,cardamom,,ecology,ecology,,,prototype similarity,physical; chemical; functional,
English,yes,cardamom,black cardamom,Amomum subulatum,Asia,,,,,Indian cardamom,,,,related,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Indian,cardamom,,Indian,cardamom,,geographic origin,geographic origin,,,prototype similarity,physical; chemical; functional,
English,yes,cardamom,black cardamom,Amomum subulatum; A. aromaticum,Asia,,,,,Nepal cardamom,,,,related,,,,,,,yes,,hu_food_2005,"Hu, 2005",,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Nepal,cardamom,,Nepal,cardamom,,geographic origin,geographic origin,,,prototype similarity,physical; chemical; functional,
English,yes,cardamom,black cardamom,Amomum subulatum,Asia,,,,,winged cardamom,,,,related,,,,,,,no,,,,GBIF,no,,,,,,,,,,,,,,,,,,,https://www.gbif.org/species/5301632,,,,analyzable,compound,2.0,no,,modified,yes,,winged,cardamom,,winged,cardamom,,shape,shape,,visual,prototype similarity,physical; chemical; functional,
Chinese,yes,cardamom,black cardamom,Amomum subulatum,Asia,,,嘎哥拉,嘎哥拉,gágēlā,,,,historic,,,,,"from kakulla, local name in eastern Tibet",,,327,hu_food_2005,"Hu, 2005",,,,,,,,,,,,,,,,,,,0,0,,,,,unanalyzable,compound,,yes,phonetic,basic,no,,,gágēlā,,,gágēlā,,,,,,,,
Chinese,yes,cardamom,black cardamom,Amomum subulatum,Asia,,,香豆蔻,香豆蔻,xiāngdòukòu,,,,related,,fragrant-cardamom,black cardamom; Nepal cardamom,,,,,327,hu_food_2005,"Hu, 2005",,,,,,,1833,19?,Modern,Books,,Zhaodai congshu,,http://www.chinaknowledge.de/Literature/Poetry/zhaodaicongshu.html,,,,,,,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200028341,,,,analyzable,compound,2.0,no,,modified,yes,,xiāng,dòukòu,,fragrant,cardamom,,smell,smell,,,prototype similarity,physical; chemical; functional,
Arabic,yes,cardamom,black cardamom,Amomum spp.,Asia,spice; plant,,القاقلة,قاقلة,qāqulla,,,,historic,done,,cardamom/amomum,قعقلة coll.,"spices from various plants in the tribe Alpinieae of the Zingiberaceae such as Amomum, Elettaria, Aframomum spp.",,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976; baalbaki_-mawrid_1995,,https://en.wiktionary.org/wiki/%D9%82%D8%A7%D9%82%D9%84%D8%A9,a853,9,,KSUCCA,,Ibn Habib,Ibn Habib|Mukhtaṣar fī al-ṭibb (مختصر في الطب; Compendium on Medicine),,قاقلة,,138.0,2.31,294,0.04,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,qāqulla,,,qāqulla,,,,,,,,
Arabic,yes,cardamom,black cardamom,Amomum subulatum,Asia,,,,هال أسود,hāl aswad,هيل أسود,hīl aswad,,related,,,black cardamom; Nepal cardamom,قعقلة,"spices from various plants in the tribe Alpinieae of the Zingiberaceae such as Amomum, Elettaria, Aframomum spp.",,,,WebTeb,WebTeb,https://www.webteb.com/articles/%D8%A7%D9%84%D9%87%D9%8A%D9%84-%D8%A7%D9%84%D8%A7%D8%B3%D9%88%D8%AF-%D9%81%D9%88%D8%A7%D8%A6%D8%AF-%D9%85%D8%AA%D9%86%D9%88%D8%B9%D8%A9_24912,,,,,,1900?,20?,Modern,estimate,,,,,,,0.0,,,,,,,,analyzable,compound,,no,,modified,,,aswad,hāl,,black,cardamom,,color,color,,visual,prototype similarity,physical; chemical; functional,
English,yes,caraway,caraway,Carum carvi,Eurasia,plant; spice,yes,,,caraway,,,,default,done,,,,caraway-seed,,no,,van_wyk_culinary_2014,OED,,yes,caraway,OED,https://www.oed.com/view/Entry/27725,,c1440,15,,OED,,,,,,,,,,,,"< medieval Latin carui, or some allied Romanic form: compare French carvi, Italian carvi, Spanish carvi (whence Scots carvy, kervie), Old Spanish alcaravea, alcarahueya, Portuguese alcaravia, alcorovia, < Arabic al-karawiyā or -karwiyā: compare Greek κάρον, κάρεον (in Latin carum, careum Pliny), forms however which could not immediately give the Arabic.","Promptorium Parvulorum 62   Caraway herbe, carway, sic scribitur in campo florum.",,unanalyzable,simple,1.0,yes,phonetic,basic,no,,,caraway,,,caraway,,,,,,,,
English,yes,caraway,caraway,Carum carvi,Eurasia,,,,,Armenian cumin,,,,alternative,,,,,,,no,,,OED,,yes,cumin,OED,https://www.oed.com/view/Entry/45801,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Armenian,cumin,,Armenian,cumin,,geographic origin,geographic origin,,,prototype similarity,physical; chemical; functional,
English,yes,caraway,caraway,Carum carvi,Eurasia,spice,,,,caraway-seed,,,,alternative,,,,,,,no,,,OED,,yes,caraway-seed,OED,https://www.oed.com/view/Entry/27725?redirectedFrom=caraway-seeds#eid10168158,,1548,16,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,,caraway,seed,,caraway,seed,plant part,plant part,,,prototype,,
English,yes,caraway,caraway,Carum carvi,Eurasia,,,,,meridian fennel,,,,alternative,,,,,,,no,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,meridian,fennel,,meridian,fennel,,positive epithet,positive epithet,,,prototype similarity,physical; chemical; functional,
English,yes,caraway,caraway,Carum carvi,Eurasia,,,,,mountain cumin,,,,alternative,,,,,,,no,,,OED,,yes,cumin,OED,https://www.oed.com/view/Entry/45801,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,mountain,cumin,,mountain,cumin,,ecology,ecology,,,prototype similarity,physical; chemical; functional,
English,yes,caraway,caraway,Carum carvi,Eurasia,,,,,Persian cumin,,,,alternative,,,,,,,no,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Persian,cumin,,Persian,cumin,,geographic origin,geographic origin,,,prototype similarity,physical; chemical; functional,
English,yes,caraway,caraway,Carum carvi,Eurasia,,,,,royal cumin,,,,alternative,,,,,shahjeera,,no,,,OED,,yes,cumin,OED,https://www.oed.com/view/Entry/45801,,1614,17,,OED,,,,https://books.google.com.hk/books?id=BCRLAQAAMAAJ&printsec=frontcover&source=gbs_ge_summary_r&cad=0#v=snippet&q=royal&f=false,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,royal,cumin,,royal,cumin,,positive epithet,positive epithet,,,prototype similarity,physical; chemical; functional,
Chinese,yes,caraway,caraway,Carum carvi,Eurasia,plant; seeds,,葛缕子,葛縷子,gělǚzi,,葛縷子籽 gě​lǚ​zizǐ,,default,done,,caraway,"see Japanese 葛縷子, transcription of Latin Cauri; also キャラウェイ \textit{kyarawei}; and 姫茴香 [princess-fennel-spice] attested in 1822 in a Japanese book",,,,,,"Kleeman, 2010",,yes,,kleeman_oxford_2010,,https://en.wiktionary.org/wiki/%E8%91%9B%E7%B8%B7%E5%AD%90,1822,19,Modern,Books,,遠西醫方名物考,,https://www.google.com/search?q=%22%E8%91%9B%E7%B8%B7%E5%AD%90%22&biw=1280&bih=577&tbs=cdr%3A1%2Ccd_min%3A1%2F1%2F1700%2Ccd_max%3A12%2F31%2F1850&tbm=bks&sxsrf=ALiCzsZqfjrIjC8d0rBeXSyqUt2Uja4Rtg%3A1659444891561&ei=mx7pYpLFIevs2roPwP2h-AY&ved=0ahUKEwjS_qP6maj5AhVrtlYBHcB-CG8Q4dUDCAg&uact=5&oq=%22%E8%91%9B%E7%B8%B7%E5%AD%90%22&gs_lcp=Cg1nd3Mtd2l6LWJvb2tzEANQnARYjBFgtRNoAHAAeACAAUeIAb8BkgEBM5gBAKABAcABAQ&sclient=gws-wiz-books,,,0.0,,120,0.01,,,,,unanalyzable,compound,,yes,learned loan,basic,no,,,gělǚzi,,,gělǚzi,,,,,,,,
Chinese,yes,caraway,caraway,Carum carvi,Eurasia,,,藏茴香,藏茴香,zànghuíxiāng,,藏茴香果 zànghuíxiāngguǒ,,alternative,,Tibetan-hui-spice,,,,,,,,MDBG,,yes,,MDBG,,,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2.0,no,,modified,yes,,zàng,huíxiāng,,Tibetan,fennel,,geographic origin,geographic origin,,,prototype similarity,physical; chemical; functional,
Chinese,yes,caraway,caraway,Carum carvi,Eurasia,,,页蒿,頁蒿,yèhāo,,,,alternative,,leaf-wormwood,,,,,,,,MDBG,,yes,,MDBG,,,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2.0,no,,basic,yes,,yè,hāo,,leaf,wormwood,,physical similarity,physical similarity,,,prototype similarity,physical,
Arabic,yes,caraway,caraway,Carum carvi,Eurasia,spice; plant,,الكراويا,كراويا,karāwiyā,كروياء,karawyā',,default,done,,,,,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976,,https://en.wiktionary.org/wiki/%D9%83%D8%B1%D8%A7%D9%88%D9%8A%D8%A7,a805,8,,KSUCCA,,al-Shaybani,,,"[word=""الكراويا""] | [word=""كراويا""] | [word=""الكروياء""] | [word=""كروياء""]",,19.0,0.32,313,0.04,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,karāwiyā,,,karāwiyā,,,,,,,,
English,yes,cardamom,cardamom,Elettaria cardamomum,Asia,spice; plant,yes,,,cardamom,,cardamon,,default,done,,,,,,yes,,van_wyk_culinary_2014,OED,,yes,cardamom,OED,https://www.oed.com/view/Entry/27836,,a1398,14,,OED,,,,,,,,,,,,"< classical Latin cardamōmum < Hellenistic Greek καρδάμωμον cardamum < ancient Greek κάρδαμον (classical Latin cardamum) cress, of unknown origin (perhaps a loanword) + ἄμωμον amomum n., with haplology.","J. Trevisa tr. Bartholomaeus Anglicus De Proprietatibus Rerum (BL Add. 27944) (1975) II. xvii. xxxiii. 930   Cardimomum is double, lasse and more... Þe firste is cleped þe bettre..and helpeþ þerfore aȝens þe cardiac passioun and aȝein wlatnesse and indignacioun of þe stomak.",,unanalyzable,simple,1.0,yes,phonetic,basic,no,yes,,cardamom,,,cardamom,,,,,,,,
English,yes,cardamom,cardamom,Elettaria cardamomum,Asia,,,,,green cardamom,,,,alternative,,,,,,,no,,ravindran_cardamom_2002,"Ravindran, 2002",,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,green,cardamom,,green,cardamom,,color,color,,visual,prototype,,
English,yes,cardamom,cardamom,Elettaria cardamomum,Asia,,,,,true cardamom,,,,alternative,,,,,,,no,,ravindran_cardamom_2002,"Ravindran, 2002",,no,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,true,cardamom,,true,cardamom,,positive authenticity,positive authenticity,,,prototype,,
Chinese,yes,cardamom,cardamom,Amomum spp.,Asia,spice; plant,,豆蔻,豆蔻,dòukòu,荳蔻,dòukòu,,default,done,bean-cardamom,cardamom (Hu); round cardamom (defrancis_abc_2003); nutmeg,maybe phono-semantic matching?,"in TCM, it refers to nutmeg (ECMM 134)",,,325-326,hu_food_2005,"Defrancis, 2003",,yes,212,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E8%B1%86%E8%94%BB,624,7,Tang,CTP,,,,,,amb,,,7331,0.44,,,,,analyzable,compound,1.0,maybe,phono-semantic matching,basic,yes,,dòu,kòu,,bean,cardamom,,similarity in appearance,similarity in appearance,,,prototype,,
Chinese,yes,cardamom,cardamom,Elettaria cardamomum,Asia,,,绿豆蔻,綠豆蔻,lǜdòukòu,,,,alternative,,green-cardamom,,,,,,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,7,<,,,,,analyzable,compound,2.0,no,,modified,yes,,lǜ,dòukòu,,green,cardamom,,color,color,,,prototype similarity,physical; chemical; functional,
Chinese,yes,cardamom,cardamom,Elettaria cardamomum,Asia,,,青砂仁,青砂仁,qīngshā​rén,,,,alternative,,green-gravel-kernel,,,in Hong Kong,,,,Wikipedia,Wikipedia,,,,,,,,,,,,,,,,,,,0,0,,,,,analyzable,compound,2.0,no,,modified,yes,,qīng,shā​rén,,green,amomum,,color,color,,,prototype similarity,physical; chemical; functional,
Chinese,yes,cardamom,cardamom,Elettaria cardamomum,Asia,yes,,小豆蔻,小豆蔻,xiǎodòukòu,,,,alternative,,little-cardamom,,,TCM name (ECMM 39),,,,,"Defrancis, 2003",,yes,1041,defrancis_abc_2003,,,,,,,,,,,,,,,585,0.04,,,,,analyzable,compound,2.0,no,,modified,yes,,xiǎo,dòukòu,,little,cardamom,,size,size,,,prototype similarity,physical; chemical; functional,
Arabic,yes,cardamom,cardamom,Elettaria cardamomum,Asia,spice; plant,,الهال,هال,hāl,,هيل hayl,,default,done,,cardamom,melyik a def,,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976; baalbaki_-mawrid_1995,,https://en.wiktionary.org/wiki/%D9%87%D9%8A%D9%84#Arabic,a935,10,,KSUCCA,,al-Razi,al-Razi/Rhazes Kitāb al-Ḥāwī fī al-ṭibb,,"[word=""الهال""] | [word=""الهيل""] | [word=""هال""] | [word=""هيل""]",WRONG,73.0,1.22,44181,5.31,,,,,unanalyzable,simple,,yes,phonetic,basic,,,,hāl,,,hāl,,,,,,,,
Arabic,yes,cardamom,cardamom,Elettaria cardamomum,Asia,,,,حب الهال,ḥabb al-hāl,,,,alternative,,cardamom-seed,cardamom,,,,,,,"Baalbaki, 1995",,yes,,baalbaki_-mawrid_1995,,https://en.wiktionary.org/wiki/%D8%AF%D8%A7%D8%B1%D8%B5%D9%8A%D9%86%D9%8A#Arabic,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,,al-hāl,ḥabb,,cardamom,seed,plant part,plant part,,,prototype,,
Arabic,yes,cardamom,cardamom,Elettaria cardamomum,Asia,yes,,,حبهان,ḥabhān,حب الهان,ḥabb al-hān,,alternative,,cardamom-seed,cardamom,,in Egypt,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976,,https://en.wiktionary.org/wiki/%D8%B3%D9%84%D9%8A%D8%AE%D8%A9,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,,al-hān,ḥabb,,cardamom,seed,plant part,plant part,,,prototype,,
Arabic,yes,cardamom,cardamom,Elettaria cardamomum,Asia,,,,قاقلة صغيرة,qāqulla ṣaghīra,,,,alternative,,small cardamom,cardamom,,,,,66-68,amar_arabian_2017,"Amar, 2017",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,ṣaghīra,qāqulla,,small,amomum,,size,size,,visual,prototype similarity,physical; chemical; functional,
Arabic,yes,cardamom,cardamom,Elettaria cardamomum,Asia,,,,خير بواء,khayr buwwā',,,,alternative,,good-scent,lesser cardamom,,from Persian khayr būwā [sic.],,,,,"Lane, 1863",,yes,,lane_arabic-english_1863,,,,,,,,,,,,,,,,,,,,,semi-analyzable,compound,,yes,calque,cranberry,,,khayr,buwwā',,well,scent,,positive epithet,positive epithet,,,,,
English,yes,cinnamon,cassia,Cinnamomum cassia,Asia,spice; plant,yes,,,cassia,,,,default,done,,,,more fully cassia-bark,word,no,,van_wyk_culinary_2014,OED,,yes,cassia,OED,https://www.oed.com/view/Entry/28492,,c1000,11,,OED,,,,,,,,,,,,"< Latin casia (cassia), < Greek κασία, < Hebrew q'tsīʿāh ‘a bark resembling cinnamon, but less aromatic, so called from being stripped off ( < qātsaʿ to cut off, strip off bark)’, Gesenius. Wyclif's word points to an Old French form with ch.","Ags. Ps. xliv. 10 [xlv. 8]   Myrre, and gutta, and cassia dropiað of þinum claðum.",,unanalyzable,simple,1.0,yes,learned loan,basic,no,yes,,cassia,,,cassia,,,,,,,,
English,yes,cinnamon,cassia,Cinnamomum burmannii,Asia,plant; spice,,,,Batavia cassia,,,,alternative,,,,,Jakarta's colonial name,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Batavia,cassia,,Batavia,cassia,,geographic origin,geographic origin,,,prototype,,
English,yes,cinnamon,cassia,Cinnamomum cassia,Asia,spice,,,,Cassia cinnamon,,,,alternative,,,,,,,no,,peter_handbook_2012,"Peter, 2012",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Cassia,cinnamon,,Cassia,cinnamon,,type,type,,,prototype similarity,physical; chemical; functional,
English,yes,cinnamon,cassia,Cinnamomum cassia,Asia,plant; spice,,,,Chinese cassia,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Chinese,cassia,,Chinese,cassia,,geographic origin,geographic origin,,,prototype,,
English,yes,cinnamon,cassia,Cinnamomum cassia,Asia,spice,,,,Chinese cinnamon,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Chinese,cinnamon,,Chinese,cinnamon,,geographic origin,geographic origin,,,prototype similarity,physical; chemical; functional,
English,yes,cinnamon,cassia,Cinnamomum burmannii,Asia,plant; spice,,,,Indonesian cassia,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Indonesian,cassia,,Indonesian,cassia,,geographic origin,geographic origin,,,prototype,,
English,yes,cinnamon,cassia,Cinnamomum burmannii,Asia,plant; spice,,,,Padang cassia,,,,alternative,,,,,coastal city in Sumatra,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Padang,cassia,,Padang,cassia,,geographic origin,geographic origin,,,prototype,,
English,yes,cinnamon,cassia,Cinnamomum loureiroi; C. cassia,Asia,spice,,,,Saigon cinnamon,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Saigon,cinnamon,,Saigon,cinnamon,,geographic origin,geographic origin,,,prototype similarity,physical; chemical; functional,
English,yes,cinnamon,cassia,Cinnamomum loureiroi; C. cassia,Asia,spice,,,,Vietnamese cassia,,,,alternative,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Vietnamese,cassia,,Vietnamese,cassia,,geographic origin,geographic origin,,,prototype,,
English,yes,cinnamon,cassia,Cinnamomum cassia,Asia,spice,,,,bastard cinnamon,,,,alternative,,,,,French influence,,no,,,OED,,yes,,OED,https://www.oed.com/view/Entry/16044?redirectedFrom=bastard+cinnamon#eid1265820550,,1678,17,,,,,,,,,,,,,,[after French †cannelle bastarde (1605 or earlier; now cannelle bâtarde)],"J. Phillips tr. J.-B. Tavernier Indian Trav. i. xvi. 88 in tr. J.-B. Tavernier Six Voy.   The Dutch..cast their eyes upon Cochin, in the Territories whereof grows the Bastard Cinnamon, which hinder'd the utterance of Ceylan Cinnamon.",,analyzable,compound,2.0,yes,calque,modified,yes,,bastard,cinnamon,,bastard,cinnamon,,negative authenticity,negative authenticity,,,prototype similarity,physical; chemical; functional,
English,yes,cinnamon,cassia,Cinnamomum burmannii,Asia,plant; spice,,,,Korintje cassia,,,,alternative,,,,,Kerinci regency's Dutch name (Sumatra),,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,yes,phonetic,modified,yes,,Korintje,cassia,,Korintje,cassia,,geographic origin,geographic origin,,,prototype,,
English,yes,cinnamon,cassia,Cinnamomum tamala,Asia,spice,,,,Indian bark,,,,related,,,,,,,no,,van_wyk_culinary_2014,"Van Wyk, 2014",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,no,,Indian,bark,,Indian,bark,,geographic origin,geographic origin,,,plant part,,
English,yes,cinnamon,cassia,Cinnamomum tamala,Asia,plant; spice,,,,Indian cassia,,,,related,,,,,,,no,,peter_handbook_2012,"Peter, 2012",,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,Indian,cassia,,Indian,cassia,,geographic origin,geographic origin,,,prototype,,
Chinese,yes,cinnamon,cassia,Cinnamomum cassia,Asia,spice; plant,,肉桂,肉桂,ròuguì,,,,default,done,flesh-cassia,cassia,,,,,,hu_food_2005,"Defrancis, 2003",,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E8%82%89%E6%A1%82,170-219,2,Eastern Han,CTP,,Jingui Yaolüe,,,,,0.0,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,ròu,guì,,flesh,cassia,,descriptive,descriptive,,,prototype,,
Chinese,yes,cinnamon,cassia,Cinnamomum cassia,Asia,,,官桂,官桂,guānguì,,,,alternative,,official-cassia,cassia,,because of its scroll-like shape,,,,hu_food_2005,"Hu, 2005",,,,,,https://www.wikidata.org/wiki/Q28165,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,guān,guì,,official,cassia,,descriptive,descriptive,,,prototype,,
Chinese,yes,cinnamon,cassia,Cinnamomum cassia,Asia,,,桂皮,桂皮,guìpí,,,,alternative,,cassia-skin,cassia,,,,,,,"Defrancis, 2003",,yes,,defrancis_abc_2003,http://www.efloras.org/florataxon.aspx?flora_id=2&taxon_id=200008728,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,,guì,pí,,cassia,skin,plant part,plant part,,,prototype,,
Chinese,yes,cinnamon,cassia,Cinnamomum cassia,Asia,,,桂心,桂心,guìxīn,,,,alternative,,cassia-heart,cassia,,,,,,hu_food_2005,"Hu, 2005",,,,,,https://en.wiktionary.org/wiki/%E8%8A%AB%E8%8D%BD,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,,guì,xīn,,cassia,heart,plant part,plant part,,,prototype,,
Chinese,yes,cinnamon,cassia,Cinnamomum cassia,Asia,spice; plant,,桂,桂,guì,,,,historic,,cassia,cassia; osmanthus,,also O. fragrans,,,,,"Defrancis, 2003",,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E6%A1%82,c-200,-3,Warring States,CTP,,Liji,,,,,,,,,,,,,unanalyzable,simple,,no,,basic,no,yes,,guì,,,guì,,,,,,,,
Chinese,yes,cinnamon,cassia,Cinnamomum cassia,Asia,,,桂枝,桂枝,guìzhī,,,,specific,,cassia-branches,cassia twigs,,TCM,,,,hu_food_2005,"Defrancis, 2003",,yes,,defrancis_abc_2003,,,,,,,,,,,,,,,,,,,,,analyzable,compound,2.0,no,,modified,yes,,,guì,zhī,,cassia,branches,plant part,plant part,,,prototype,,
Chinese,yes,cinnamon,cassia,Cinnamomum cassia,Asia,,,桂子,桂子,guìzǐ,,,,specific,,cassia-seeds,cassia buds,,,,,,,"Defrancis, 2003",,yes,,defrancis_abc_2003,,https://en.wiktionary.org/wiki/%E4%B8%81%E9%A6%99,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,basic,yes,,,guì,zǐ,,cassia,seed,plant part,plant part,,,prototype,,
Arabic,yes,cinnamon,cassia,Cinnamomum cassia,Asia,spice; plant,,السليخة,سليخة,salīkha,,,,default,done,"peel, strip",cassia,,Wanderwort,,,,,"Wehr, 1976",,yes,,wehr_dictionary_1976; baalbaki_-mawrid_1995,,https://en.wiktionary.org/wiki/%D8%B3%D9%84%D9%8A%D8%AE%D8%A9,a820,9,,KSUCCA,,al-Shafi'i,al-Shāfi‘ī|Kitab al-Umm,,"[word=""سليخة""] | [word=""السليخة""]",,144.0,2.41,514,0.06,,,,,analyzable,derived,,no,,basic,,,,salīkha,,,cassia,,,,,,plant part,,
Arabic,yes,cinnamon,cassia,Cinnamomum spp.,Asia,,,,الحاد المذاق,al-ḥādd al-madhāq,,,,alternative,,the sharp taste,pungent cinnamon,,,,,,dietrich_dar_2004,"Dietrich, 2004",,,,,,https://en.wiktionary.org/wiki/%D9%83%D8%B2%D8%A8%D8%B1%D8%A9,,,,,,ibn_al-baytar_kitab_1874,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,al-ḥādd,al-madhāq,,sharpness,of the taste,,taste,taste,,gustatory,taste,,
Arabic,yes,cinnamon,cassia,Cinnamomum cassia,Asia,,,,دارصيني الدون,dārṣīnī al-dūn,,,,alternative,,inferior cinnamon,some inferior cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,al-dūn,dārṣīnī,,inferior,cinnamon,,negative epithet,negative epithet,,,prototype,,
Arabic,yes,cinnamon,cassia,Cinnamomum spp.,Asia,,,,دارصيني الصين,dārṣīnī al-ṣīn,,,,alternative,,Chinese wood of China,Chinese cinnamon,,,,,,dietrich_dar_2004,"Dietrich, 2004",,,,,,,,10,,,,ibn_al-baytar_kitab_1874,,,,,,,,,,,,,analyzable,compound,,no,,modified,,,al-ṣīn,dārṣīnī,,of China,cinnamon,,geographic origin,geographic origin,,,prototype,,
